================================================================================
Count of Words: Data Structure Edition - Output Report
================================================================================
Arquivo Analisado: input/a_riqueza_das_nacoes_english.txt
Estrutura de Dados: Árvore AVL
Data de execução: sábado, 12 de julho de 2025 - 12:44:15
Quantidade de palavras: 385720

================================================================================
Tabela de Frequências
================================================================================
Palavra           | Frequência
suggests          | 1    
suit              | 17   
suitable          | 22   
suitably          | 1    
suited            | 17   
suiting           | 1    
suitors           | 1    
suits             | 9    
sum               | 179  
summary           | 1    
summer            | 7    
sumptuary         | 5    
sumptuous         | 2    
sums              | 22   
sun               | 5    
sunday            | 1    
sunk              | 20   
sunt              | 2    
super             | 1    
superabundance    | 9    
superabundant     | 3    
superadded        | 1    
superficial       | 1    
superficially     | 1    
superfine         | 1    
superfluities     | 8    
superfluity       | 5    
superfluous       | 4    
superintend       | 1    
superintendency   | 1    
superintending    | 1    
superintends      | 2    
superior          | 106  
superiority       | 65   
superiors         | 11   
superstition      | 10   
superstitious     | 2    
supplant          | 2    
supplicate        | 2    
supplied          | 39   
supplies          | 24   
supply            | 144  
supplying         | 34   
support           | 132  
supported         | 39   
supporting        | 38   
supports          | 4    
suppose           | 46   
supposed          | 238  
supposes          | 20   
supposing         | 18   
supposition       | 14   
suppositions      | 2    
suppress          | 3    
suppressed        | 3    
suppressing       | 1    
suppression       | 3    
supreme           | 2    
sur               | 2    
sure              | 8    
surely            | 27   
surest            | 1    
surety            | 1    
surface           | 4    
surinam           | 2    
surmount          | 3    
surmounting       | 2    
surmullet         | 2    
surpass           | 1    
surpassed         | 1    
surpasses         | 3    
surplus           | 140  
surprise          | 1    
surprised         | 2    
surprises         | 1    
surround          | 2    
surrounded        | 6    
surrounds         | 1    
survey            | 10   
survive           | 3    
survivor          | 1    
survivors         | 1    
survivorship      | 1    
suspect           | 4    
suspected         | 6    
suspend           | 1    
suspended         | 6    
suspense          | 1    
suspension        | 1    
suspicion         | 9    
suspicions        | 2    
suspicious        | 2    
sussex            | 1    
sustain           | 7    
sustained         | 2    
sustains          | 1    
sustenance        | 1    
swallowed         | 4    
swamp             | 1    
sweden            | 12   
swedes            | 4    
swedish           | 2    
sweets            | 2    
swelled           | 1    
swift             | 1    
swiftness         | 1    
swiss             | 4    
switzerland       | 12   
sword             | 1    
swore             | 1    
sworn             | 1    
symptom           | 4    
symptoms          | 2    
synonymous        | 5    
syracuse          | 1    
syria             | 1    
system            | 181  
systematical      | 1    
systems           | 22   
ta                | 1    
table             | 11   
tables            | 5    
tacit             | 1    
taille            | 26   
tailor            | 6    
tailors           | 7    
take              | 109  
taken             | 112  
takes             | 47   
taking            | 35   
takings           | 1    
tale              | 5    
talent            | 3    
talents           | 19   
tales             | 1    
talk              | 3    
tallage           | 3    
tallages          | 1    
tallies           | 3    
tallow            | 2    
tamper            | 1    
tampering         | 2    
tanned            | 4    
tanner            | 2    
tanners           | 4    
tar               | 8    
tardy             | 1    
tarentum          | 1    
tariff            | 4    
tartar            | 15   
tartars           | 12   
tartary           | 4    
taste             | 9    
